entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,SWATH WIDTH,HEADING,DEPTH (m),DEPTH (ft),SEGMENT,CLASSCODE,COUNT,METERS sampled,SIZE,cntrl_a,notes,DATA ENTTRY PROBLEMS,ORG_TYPE
501,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,0-10m,HENLEV,1,10,,,,,invert
502,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,0-10m,CUCMIN,16,10,,,,,invert
503,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,0-10m,SCYDEC,1,10,,,,,invert
504,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,0-10m,ACMMIT,1,10,,,,,invert
505,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,0-10m,STYMON,3,10,,,,,invert
506,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,0-10m,PELNOB,2,10,,,,,invert
507,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,0-10m,TRICAT,1,10,,,,,invert
508,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,10-20m,DERIMB,3,10,,,,,invert
509,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,10-20m,HENLEV,1,10,,,,,invert
510,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,10-20m,PISOCH,1,10,,,,,invert
511,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,10-20m,CUCMIN,27,10,,,,,invert
512,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,20-30m,PATMIN,1,10,,,,,invert
513,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,20-30m,HENLEV,4,10,,,,,invert
514,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,20-30m,CUCMIN,7,10,,,,,invert
515,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,3,2,,,15,20-30m,ACMMIT,1,10,,,,,invert
516,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,0-10m,PATMIN,3,10,,,,,invert
517,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,0-10m,DERIMB,3,10,,,,,invert
518,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,0-10m,PISOCH,1,10,,,,,invert
519,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,0-10m,CUCMIN,7,10,,,,,invert
520,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,0-10m,SCYDEC,1,10,,,,,invert
521,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,0-10m,CERFOL,2,10,,,,,invert
522,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,0-10m,PELNOB,2,10,,,,,invert
523,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,10-20m,HENLEV,2,10,,,,,invert
524,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,10-20m,DERIMB,1,10,,,,,invert
525,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,10-20m,CUCMIN,12,10,,,,,invert
526,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,10-20m,DIOASP,1,10,,,,,invert
527,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,20-30m,PATMIN,1,10,,,,,invert
528,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,20-30m,DERIMB,1,10,,,,,invert
529,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,20-30m,HENLEV,2,10,,,,,invert
530,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,20-30m,CUCMIN,22,10,,,,,invert
531,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,20-30m,CRAGIG,1,10,,,,,invert
532,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,20-30m,DIOASP,2,10,,,,,invert
533,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,20-30m,DIRALB,1,10,,,,,invert
534,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,4,2,,,15,20-30m,TRICAT,1,10,,,,,invert
535,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,0-10m,PATMIN,5,10,,,,,invert
536,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,0-10m,DERIMB,1,10,,,,,invert
537,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,0-10m,PISOCH,1,10,,,,,invert
538,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,0-10m,CUCMIN,7,10,,,,,invert
539,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,0-10m,STYMON,6,10,,,,,invert
540,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,10-20m,PATMIN,3,10,,,,,invert
541,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,10-20m,HENLEV,2,10,,,,,invert
542,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,10-20m,CUCMIN,10,10,,,,,invert
543,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,10-20m,STYMON,4,10,,,,,invert
544,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,PATMIN,2,10,,,,,invert
545,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,DERIMB,2,10,,,,,invert
546,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,HENLEV,5,10,,,,,invert
547,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,PISOCH,2,10,,,,,invert
548,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,CUCMIN,7,10,,,,,invert
549,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,SCYDEC,2,10,,,,,invert
550,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,CERFOL,2,10,,,,,invert
551,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,NUCLAM,7,10,,,,,invert
552,2016,8,10,Cape Alava,Kinsey Frick,Jameal Samhouri,2,5,5,2,,,17,20-30m,STYMON,6,10,,,,,invert
553,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,0-10m,PATMIN,20,10,,,,,invert
554,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,0-10m,DERIMB,4,10,,,,,invert
555,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,0-10m,EVATRO,1,10,,,,,invert
556,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,0-10m,CUCMIN,4,10,,,,,invert
557,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,0-10m,STYMON,1,10,,,,,invert
558,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,10-20m,PATMIN,2,10,,,,,invert
559,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,10-20m,DERIMB,2,10,,,,,invert
560,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,10-20m,HENLEV,5,10,,,,,invert
561,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,10-20m,EVATRO,1,10,,,,,invert
562,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,10-20m,CUCMIN,2,10,,,,,invert
563,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,10-20m,CERFOL,1,10,,,,,invert
564,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,NUCLAM,26,10,,,,,invert
565,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,10-20m,STYMON,9,10,,,,,invert
566,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,10-20m,CHITON,1,10,,,,,invert
567,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,PATMIN,5,10,,,,,invert
568,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,DERIMB,9,10,,,,,invert
569,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,HENLEV,6,10,,,,,invert
570,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,PISOCH,1,10,,,,,invert
571,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,CUCMIN,8,10,,,,,invert
572,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,CRAGIG,2,10,,,,,invert
573,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,DIOASP,1,10,,,,,invert
574,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,CERFOL,4,10,,,,,invert
575,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,BALNUB,3,10,,,,,invert
576,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,STYMON,15,10,,,,,invert
577,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,1,2,,,24,20-30m,CHITON,1,10,,,,,invert
578,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,0-10m,DERIMB,1,10,,,,,invert
579,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,0-10m,CUCMIN,16,10,,,,,invert
580,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,0-10m,SCYDEC,1,10,,,,,invert
581,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,0-10m,CRAGIG,1,10,,,,,invert
582,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,0-10m,CERFOL,3,10,,,,,invert
583,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,0-10m,NUCLAM,38,10,,,,,invert
584,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,0-10m,BALNUB,5,10,,,,,invert
585,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,0-10m,STYMON,6,10,,,,,invert
586,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,10-20m,SCYDEC,1,10,,,,,invert
587,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,10-20m,CERFOL,3,10,,,,,invert
588,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,10-20m,BALNUB,6,10,,,,,invert
589,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,10-20m,STYMON,10,10,,,,,invert
590,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,2,2,,,20,20-30m,NOT_DONE,,0,,,,,algae
591,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,0-10m,DERIMB,3,10,,,,,invert
592,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,0-10m,HENLEV,3,10,,,,,invert
593,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,0-10m,CUCMIN,16,10,,,,,invert
594,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,0-10m,CRYSTE,1,10,,,,,invert
595,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,0-10m,CRAGIG,2,10,,,,,invert
596,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,0-10m,CERFOL,1,10,,,,,invert
597,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,0-10m,NUCLAM,6,10,,,,,invert
598,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,0-10m,STYMON,11,10,,,,,invert
599,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,10-20m,DERIMB,1,10,,,,,invert
600,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,10-20m,HENLEV,8,10,,,,,invert
601,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,10-20m,CUCMIN,12,10,,,,,invert
602,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,10-20m,CERFOL,1,10,,,,,invert
603,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,10-20m,STYMON,5,10,,,,,invert
604,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,3,2,,,29,20-30m,STYMON,4,10,,,,,invert
605,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,0-10m,DERIMB,1,10,,,,,invert
606,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,0-10m,LEPSPP,1,10,,,,,invert
607,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,0-10m,CRAGIG,3,10,,,,,invert
608,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,0-10m,STYMON,4,10,,,,,invert
609,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,10-20m,PATMIN,2,10,,,,,invert
610,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,10-20m,DERIMB,2,10,,,,,invert
611,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,10-20m,HENLEV,3,10,,,,,invert
612,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,10-20m,DIOASP,1,10,,,,,invert
613,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,10-20m,STYMON,8,10,,,,,invert
614,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,PATMIN,2,10,,,,,invert
615,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,DERIMB,1,10,,,,,invert
616,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,HENLEV,3,10,,,,,invert
617,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,CUCMIN,5,10,,,,,invert
618,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,CRAGIG,2,10,,,,,invert
619,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,DIOASP,1,10,,,,,invert
620,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,CERFOL,1,10,,,,,invert
621,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,NUCLAM,6,10,,,,,invert
622,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,4,2,,,29,20-30m,STYMON,2,10,,,,,invert
623,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,0-10m,PATMIN,1,10,,,,,invert
624,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,0-10m,DERIMB,2,10,,,,,invert
625,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,0-10m,HENLEV,1,10,,,,,invert
626,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,0-10m,CUCMIN,1,10,,,,,invert
627,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,0-10m,DIOASP,1,10,,,,,invert
628,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,0-10m,CERFOL,1,10,,,,,invert
629,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,0-10m,STYMON,4,10,,,,,invert
630,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,0-10m,PELNOB,1,10,,,,,invert
631,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,10-20m,DERIMB,1,10,,,,,invert
632,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,10-20m,HENLEV,1,10,,,,,invert
633,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,10-20m,URTLOF,1,10,,,,,invert
634,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,10-20m,STYMON,1,10,,,,,invert
635,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,20-30m,DERIMB,2,10,,,,,invert
636,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,20-30m,HENLEV,1,10,,,,,invert
637,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,20-30m,CRAGIG,1,10,,,,,invert
638,2016,8,10,Cape Alava,Steve Lonhart,Kelly Andrews,1,10,5,2,,,26,20-30m,STYMON,4,10,,,,,invert
639,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,DERIMB,1,10,,,,,invert
640,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,HENLEV,1,10,,,,,invert
641,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,PYCHEL,1,10,,,,,invert
642,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,LEPSPP,1,10,,,,,invert
643,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,URTSPP,2,10,,,,,invert
644,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,STRPUR,22,10,,,,,invert
645,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,MESFRA,7,10,,,,,invert
646,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,SCYDEC,1,10,,,,,invert
647,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,CRYSTE,1,10,,,,,invert
648,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,0-10m,BALNUB,1,10,,,,,invert
649,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,DERIMB,1,10,,,,,invert
650,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,HENLEV,3,10,,,,,invert
651,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,PYCHEL,2,10,,,,,invert
652,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,LEPSPP,1,10,,,,,invert
653,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,URTSPP,2,10,,,,,invert
654,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,STRPUR,26,10,,,,,invert
655,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,MESFRA,17,10,,,,,invert
656,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,PARCAL,1,10,,,,,invert
657,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,CRYSTE,2,10,,,,,invert
658,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,CERFOL,1,10,,,,,invert
659,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,STRDRO,1,10,,,,,invert
660,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,10-20m,BALNUB,1,10,,,,,invert
661,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,20-30m,DERIMB,3,10,,,,,invert
662,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,20-30m,PYCHEL,1,10,,,,,invert
663,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,20-30m,STRPUR,3,10,,,,,invert
664,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,20-30m,MESFRA,1,10,,,,,invert
665,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,1,2,,,37,20-30m,CERFOL,1,10,,,,,invert
666,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,DERIMB,2,10,,,,,invert
667,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,HENLEV,1,10,,,,,invert
668,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,URTSPP,1,10,,,,,invert
669,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,STRDRO,4,10,,,,,invert
670,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,STRPUR,5,10,,,,,invert
671,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,MESFRA,9,10,,,,,invert
672,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,CRYSTE,1,10,,,,,invert
673,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,DIOASP,1,10,,,,,invert
674,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,FUSORE,1,10,,,,,invert
675,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,CERFOL,2,10,,,,,invert
676,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,NUCLAM,3,10,,,,,invert
677,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,0-10m,BALNUB,1,10,,,,,invert
678,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,HENLEV,2,10,,,,,invert
679,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,LEPSPP,1,10,,,,,invert
680,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,URTSPP,1,10,,,,,invert
681,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,STRDRO,5,10,,,,,invert
682,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,STRPUR,10,10,,,,,invert
683,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,MESFRA,6,10,,,,,invert
684,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,SCYDEC,1,10,,,,,invert
685,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,CRYSTE,1,10,,,,,invert
686,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,CERFOL,1,10,,,,,invert
687,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,NUCLAM,3,10,,,,,invert
688,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,10-20m,BALNUB,5,10,,,,,invert
689,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,2,2,,,35,20-30m,NOT_DONE,,0,,,,,algae
690,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,DERIMB,5,10,,,,,invert
691,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,HENLEV,2,10,,,,,invert
692,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,PISOCH,2,10,,,,,invert
693,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,LEPSPP,4,10,,,,,invert
694,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,URTSPP,3,10,,,,,invert
695,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,ANTXAN,6,10,,,,,invert
696,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,STRDRO,18,10,,,,,invert
697,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,STRPUR,17,10,,,,,invert
698,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,MESFRA,5,10,,,,,invert
699,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,SCYDEC,1,10,,,,,invert
700,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,BALNUB,20,10,,,,,invert
701,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,CRYSTE,2,10,,,,,invert
702,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,CRAGIG,1,10,,,,,invert
703,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,0-10m,DIOASP,1,10,,,,,invert
704,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,5,4,2,,,15,10-20m,DERIMB,2,10,,,,,invert
