year,site,zone,lump,n_obs,dens_weighted,sd_w,dens_averaged,sd_ave,se_w,se_ave
2015,Chibadehl Rocks,5,urchin,4,0.04019457245263697,0.7208577663237304,0.5833333333333334,2.8674417556808756,0.3604288831618652,1.4337208778404378
2015,Destruction Island,5,anemone,9,0.005376344086021506,0.17668469596940842,0.06666666666666667,0.5477225575051661,0.05889489865646947,0.18257418583505536
2015,Destruction Island,5,large_seastar,8,0.00273224043715847,0.11972077759675762,0.041666666666666664,0.4714045207910317,0.042327686843796904,0.16666666666666666
2015,Destruction Island,5,med_seastar,6,0.2803030303030303,3.795205036255305,2.0555555555555554,9.568466729604882,1.5493859680110718,3.906310184721544
2015,Destruction Island,5,mobile_invert,6,0,0,0,0,0,0
2015,Destruction Island,5,mollusk,20,0.001841620626151013,0.22099447513812154,0.03333333333333333,0.9428090415820634,0.0494158669060727,0.21081851067789195
2015,Destruction Island,5,sea_cucumber,6,0,0,0,0,0,0
2015,Destruction Island,5,tunicate,2,0,0,0,0,0,0
2015,Destruction Island,5,urchin,4,0,0,0,0,0,0
2015,Neah Bay,5,anemone,8,0,0,0,0,0,0
2015,Neah Bay,5,large_seastar,8,0,0,0,0,0,0
2015,Neah Bay,5,med_seastar,15,0.11315496098104794,1.493533548709525,0.494047619047619,2.1912524504463886,0.3856287040769369,0.5657789498610037
2015,Neah Bay,5,mobile_invert,7,0.012001548586914441,0.2319070304128233,0.1388888888888889,0.7200822998230956,0.08765261853711759,0.2721655269759087
2015,Neah Bay,5,mollusk,26,0.014151595597588629,0.5555069223001358,0.16468253968253968,1.580378118551063,0.10894387064401014,0.3099376486671893
2015,Neah Bay,5,sea_cucumber,7,0.11276069282431954,2.3388679619332984,0.6805555555555556,5.478070760702096,0.8840089966702844,2.070516128176024
2015,Neah Bay,5,tunicate,4,0.2222222222222222,0.31426968052735443,0.2222222222222222,0.3849001794597505,0.15713484026367722,0.19245008972987526
2015,Neah Bay,5,urchin,8,0.04666666666666667,0.5669411100125146,0.19444444444444442,0.709720863229836,0.20044395171163873,0.25092421756969363
2015,Point of the Arches,5,anemone,9,0.0053911880957916766,0.15406863359840264,0.05625,0.5031152949374528,0.051356211199467545,0.16770509831248426
2015,Point of the Arches,5,large_seastar,8,0.03088640538885487,0.43796604084178914,0.17708333333333331,0.8579691784155833,0.15484437870432674,0.30333791205335486
2015,Point of the Arches,5,med_seastar,14,0.12387387387387387,1.3004788730899888,0.4111111111111111,1.706401346564036,0.34756759870290055,0.45605494308373756
2015,Point of the Arches,5,mobile_invert,6,0.0040650406504065045,0.12595067792544445,0.05555555555555555,0.4714045207910317,0.05141914894582731,0.19245008972987526
2015,Point of the Arches,5,mollusk,21,0.007362652956522688,0.34623723040745175,0.08636363636363636,1.1843358962522057,0.0755551579406673,0.2584432806109095
2015,Point of the Arches,5,sea_cucumber,7,0.02794005588011176,0.5819210537075425,0.26041666666666663,1.8214577495328659,0.21994548439754552,0.6884463184107626
2015,Point of the Arches,5,tunicate,3,2.0892857142857144,2.142857142857143,2,3.061862178478973,1.2371791482634837,1.767766952966369
2015,Point of the Arches,5,urchin,4,0,0,0,0,0,0
2015,Rock 305,5,anemone,9,0.03281772575250836,0.6858297915198849,0.30625,2.077408241054223,0.22860993050662828,0.692469413684741
2015,Rock 305,5,large_seastar,8,0,0,0,0,0,0
2015,Rock 305,5,med_seastar,8,0.04195240016135539,0.4065397950015028,0.2138888888888889,0.6250925857348979,0.14373352293387576,0.2210036031212898
2015,Rock 305,5,mobile_invert,6,0,0,0,0,0,0
2015,Rock 305,5,mollusk,20,9.208103130755065e-4,0.11049723756906077,0.016666666666666666,0.4714045207910317,0.02470793345303635,0.10540925533894598
2015,Rock 305,5,sea_cucumber,6,0.012096774193548387,0.24193548387096778,0.125,0.7905694150420948,0.09876974769287011,0.3227486121839514
2015,Rock 305,5,tunicate,2,1.875,0,1.875,0,0,0
2015,Rock 305,5,urchin,4,0,0,0,0,0,0
2015,Tatoosh Island,5,anemone,13,0.03015873015873016,0.5446272079747896,0.22619047619047616,1.0588503299163774,0.15105240956660723,0.2936722428888816
2015,Tatoosh Island,5,large_seastar,8,0.007936507936507936,0.2007795339789447,0.08333333333333333,0.5443310539518174,0.07098628499999332,0.19245008972987523
2015,Tatoosh Island,5,med_seastar,10,0.06898550724637681,0.7401379890305139,0.3333333333333333,1.0886621079036347,0.23405218281531429,0.34426518632954817
2015,Tatoosh Island,5,mobile_invert,6,0,0,0,0,0,0
2015,Tatoosh Island,5,mollusk,23,0.011534163473818646,0.4541268859145657,0.14520202020202022,1.3732043677800605,0.09469200152403971,0.2863329041282751
2015,Tatoosh Island,5,sea_cucumber,6,0.012195121951219513,0.281634277653476,0.16666666666666666,1.0540925533894596,0.11497671238805651,0.4303314829119352
2015,Tatoosh Island,5,tunicate,2,0.5,0,0.5,0,0,0
2015,Tatoosh Island,5,urchin,4,0,0,0,0,0,0
2015,Teahwhit Head,5,anemone,8,0.04086785347483739,0.9262829187417341,0.3645833333333333,2.4409697526461347,0.32749046656977393,0.8630131323836656
2015,Teahwhit Head,5,large_seastar,8,0.010668748373666406,0.23376373938909883,0.125,0.7200822998230957,0.08264796265877832,0.2545875386086578
2015,Teahwhit Head,5,med_seastar,10,0.41216216216216217,5.96026122775607,1.95,11.846823296657304,1.8848000929300777,3.74629446549817
2015,Teahwhit Head,5,mobile_invert,6,0,0,0,0,0,0
2015,Teahwhit Head,5,mollusk,23,0.008138478577383989,0.3702831406454092,0.10795454545454544,1.176956784562319,0.07720937210689091,0.24541245430351075
2015,Teahwhit Head,5,sea_cucumber,7,0.1881121567121183,4.3973745300108815,2.28125,15.537532962332065,1.662051346859761,5.872635457971336
2015,Teahwhit Head,5,tunicate,2,0,0,0,0,0,0
2015,Teahwhit Head,5,urchin,4,0,0,0,0,0,0
2016,Cape Alava,5,anemone,135,3.703703703703704e-4,0.10971343143406388,3.703703703703704e-4,0.11180339887498948,0.009442628728875527,0.009622504486493762
2016,Cape Alava,5,barnacle,15,0,0,0,0,0,0
2016,Cape Alava,5,large_seastar,105,0.002380952380952381,0.2845213189769459,0.002380952380952381,0.29154759474226505,0.027766437594501436,0.028452131897694587
2016,Cape Alava,5,med_seastar,105,0.03809523809523809,1.669402516442563,0.03809523809523809,1.7106285394556002,0.1629170037576762,0.1669402516442563
2016,Cape Alava,5,mobile_invert,150,0.0013333333333333335,0.26925824035672524,0.0013333333333333335,0.2738612787525831,0.021984843263788204,0.0223606797749979
2016,Cape Alava,5,mollusk,375,0.008533333333333334,2.265023914516872,0.008533333333333334,2.2802767731488567,0.11696533199580501,0.1177529862286548
2016,Cape Alava,5,sea_cucumber,45,0.14444444444444446,4.205485835324037,0.14444444444444446,4.460591328512399,0.6269168137464688,0.6649456953599879
2016,Cape Alava,5,sponge,15,0,0,0,0,0,0
2016,Cape Alava,5,tunicate,15,0.10666666666666666,0.4915960401250875,0.10666666666666666,0.6020797289396148,0.12692955176439846,0.15545631755148026
2016,Cape Alava,5,urchin,45,0,0,0,0,0,0
2016,Cape Alava,10,anemone,135,3.703703703703704e-4,0.10971343143406388,3.703703703703704e-4,0.11180339887498948,0.009442628728875527,0.009622504486493762
2016,Cape Alava,10,barnacle,15,0.04666666666666666,0.5773502691896257,0.04666666666666666,0.7071067811865476,0.14907119849998596,0.18257418583505539
2016,Cape Alava,10,large_seastar,105,0.0014285714285714286,0.17928429140015903,0.0014285714285714288,0.18371173070873836,0.017496355305594128,0.017928429140015904
2016,Cape Alava,10,med_seastar,105,0.04428571428571428,2.6502470684465482,0.04428571428571428,2.715695122800054,0.2586376307428623,0.26502470684465484
2016,Cape Alava,10,mobile_invert,150,6.666666666666668e-4,0.1527525231651947,6.666666666666668e-4,0.15536386656646636,0.012472191289246473,0.012685406585123123
2016,Cape Alava,10,mollusk,375,0.014666666666666666,5.259847906546348,0.014666666666666666,5.295268157975086,0.2716173779418394,0.27344647186053245
2016,Cape Alava,10,sea_cucumber,45,0.07111111111111111,2.796823595120404,0.07111111111111111,2.9664793948382653,0.41692584531763816,0.4422166387140533
2016,Cape Alava,10,sponge,15,0,0,0,0,0,0
2016,Cape Alava,10,tunicate,15,0.28,1.591644851508443,0.28,1.9493588689617927,0.41096093353126506,0.5033222956847166
2016,Cape Alava,10,urchin,45,0,0,0,0,0,0
2016,Cape Johnson,5,anemone,81,0.004320987654320987,0.3,0.004320987654320987,0.3057147992190408,0.03333333333333333,0.033968311024337866
2016,Cape Johnson,5,barnacle,9,0.41666666666666663,5.162363799656122,0.41666666666666663,6.322578587886433,1.7207879332187073,2.1075261959621443
2016,Cape Johnson,5,large_seastar,63,0.002380952380952381,0.14638501094227999,0.002380952380952381,0.15,0.01844277783908294,0.01889822365046136
2016,Cape Johnson,5,med_seastar,63,0.017598343685300208,0.44735019639837126,0.014285714285714287,0.4301889119909996,0.056360827077428226,0.054198708471697
2016,Cape Johnson,5,mobile_invert,90,0,0,0,0,0,0
2016,Cape Johnson,5,mollusk,225,0.006888888888888889,1.582592809284814,0.006888888888888889,1.5932501203345149,0.10550618728565427,0.10621667468896766
2016,Cape Johnson,5,sea_cucumber,27,0.009259259259259259,0.3366501646120693,0.009259259259259259,0.3570714214271426,0.06478835438717001,0.06871842709362769
2016,Cape Johnson,5,sponge,9,0,0,0,0,0,0
2016,Cape Johnson,5,tunicate,9,0.058333333333333334,0.1704772712123232,0.058333333333333334,0.225,0.0568257570707744,0.075
2016,Cape Johnson,5,urchin,27,0,0,0,0,0,0
2016,Cape Johnson,10,anemone,63,0,0,0,0,0,0
2016,Cape Johnson,10,barnacle,7,0,0,0,0,0,0
2016,Cape Johnson,10,large_seastar,49,0,0,0,0,0,0
2016,Cape Johnson,10,med_seastar,49,0.020202020202020204,0.6364618330521868,0.01020408163265306,0.5542763049438629,0.09092311900745527,0.07918232927769471
2016,Cape Johnson,10,mobile_invert,70,0.0011904761904761904,0.08539125638299666,4.7619047619047614e-4,0.06236095644623235,0.010206207261596576,0.007453559924999298
2016,Cape Johnson,10,mollusk,175,0.006638285115958722,0.42225442903491595,0.002857142857142857,0.31772484019049263,0.03191943454919883,0.024017740356908096
2016,Cape Johnson,10,sea_cucumber,21,0.010204081632653062,0.1125039681839839,0.006349206349206349,0.13944333775567924,0.024550378580286178,0.030429030972509225
2016,Cape Johnson,10,sponge,7,0,0,0,0,0,0
2016,Cape Johnson,10,tunicate,7,0.04047619047619048,0,0.04047619047619048,0,0,0
2016,Cape Johnson,10,urchin,21,0,0,0,0,0,0
2016,Destruction Island,5,anemone,54,0.006481481481481481,0.293131243517176,0.006481481481481481,0.29871519752227077,0.03989010968247781,0.04064998957468074
2016,Destruction Island,5,barnacle,6,0,0,0,0,0,0
2016,Destruction Island,5,large_seastar,42,0.05676406926406926,1.544872725978632,0.05476190476190476,1.58871016865884,0.23837903688357176,0.24514330114289906
2016,Destruction Island,5,med_seastar,42,0.09242857142857143,2.191636179400482,0.07559523809523809,2.161885750912846,0.3381768043796146,0.33358621360116475
2016,Destruction Island,5,mobile_invert,60,0.004166666666666667,0.20207259421636906,0.004166666666666667,0.20552707683014626,0.02608745973749755,0.026533431525261622
2016,Destruction Island,5,mollusk,150,0.0042207792207792205,0.3613098115128196,0.003666666666666667,0.3586762448903588,0.029500822575585835,0.029285792761297374
2016,Destruction Island,5,sea_cucumber,18,0.09652777777777777,0.9097656902252971,0.0763888888888889,0.925,0.21443382961638918,0.21802459086585219
2016,Destruction Island,5,sponge,6,0,0,0,0,0,0
2016,Destruction Island,5,tunicate,6,0.07333333333333333,0.1715614564327703,0.06249999999999999,0.24238399287081644,0.07003967129816899,0.09895285072531598
2016,Destruction Island,5,urchin,18,0.002777777777777778,0.06666666666666667,0.002777777777777778,0.07071067811865477,0.015713484026367724,0.01666666666666667
2016,Destruction Island,10,anemone,54,0,0,0,0,0,0
2016,Destruction Island,10,barnacle,6,0.03333333333333333,0.16329931618554525,0.03333333333333333,0.2,0.0666666666666667,0.08164965809277261
2016,Destruction Island,10,large_seastar,42,0.0035714285714285718,0.15430334996209194,0.0035714285714285718,0.15811388300841897,0.023809523809523815,0.02439750182371333
2016,Destruction Island,10,med_seastar,42,0.06785714285714287,1.1884363476353927,0.06785714285714285,1.2177848742696717,0.18337970965685432,0.18790828563297526
2016,Destruction Island,10,mobile_invert,60,0.0016666666666666668,0.0983192080250175,0.0016666666666666668,0.10000000000000002,0.012692955176439846,0.012909944487358058
2016,Destruction Island,10,mollusk,150,0.027333333333333334,1.7134370915404709,0.027333333333333334,1.72497551882354,0.13990155268775417,0.14084366133034507
2016,Destruction Island,10,sea_cucumber,18,0.08611111111111111,1.2560962454277849,0.08611111111111111,1.3322912594474228,0.29606472432164954,0.3140240613569462
2016,Destruction Island,10,sponge,6,0.008333333333333333,0.05773502691896259,0.008333333333333333,0.07071067811865475,0.02357022603955159,0.02886751345948129
2016,Destruction Island,10,tunicate,6,0.09166666666666667,0.30550504633038933,0.09166666666666667,0.3741657386773941,0.12472191289246472,0.15275252316519466
2016,Destruction Island,10,urchin,18,0,0,0,0,0,0
2016,Neah Bay,5,anemone,135,3.703703703703704e-4,0.10971343143406388,3.703703703703704e-4,0.11180339887498948,0.009442628728875527,0.009622504486493762
2016,Neah Bay,5,barnacle,15,0,0,0,0,0,0
2016,Neah Bay,5,large_seastar,105,0.001904761904761905,0.26726124191242445,0.001904761904761905,0.27386127875258304,0.02608202654786506,0.02672612419124244
2016,Neah Bay,5,med_seastar,105,0.010952380952380953,0.7294812246678164,0.010952380952380953,0.7474958193863027,0.07119007803679074,0.07294812246678165
2016,Neah Bay,5,mobile_invert,150,0.0023333333333333335,0.2850438562747845,0.0023333333333333335,0.2899167538069007,0.023273733406281572,0.023671603823699972
2016,Neah Bay,5,mollusk,375,0.006666666666666667,1.2305825178887164,0.006666666666666667,1.2388693624822986,0.06354700797222652,0.06397493878694056
2016,Neah Bay,5,sea_cucumber,45,0.011111111111111112,0.4714045207910317,0.011111111111111112,0.5,0.07027283689263064,0.07453559924999299
2016,Neah Bay,5,sponge,15,0,0,0,0,0,0
2016,Neah Bay,5,tunicate,15,0.01,0.15811388300841897,0.01,0.19364916731037085,0.040824829046386304,0.05
2016,Neah Bay,5,urchin,45,0.011111111111111112,0.4314059701848262,0.011111111111111112,0.4575751304430782,0.06431020501550125,0.06821127309893708
2016,Neah Bay,10,anemone,135,0.014074074074074076,2.173706511928416,0.014074074074074076,2.2151141661843905,0.18708286933869708,0.19064667279067274
2016,Neah Bay,10,barnacle,15,0,0,0,0,0,0
2016,Neah Bay,10,large_seastar,105,0.0014285714285714288,0.18580583823930166,0.0014285714285714288,0.19039432764659772,0.018132793109199786,0.018580583823930165
2016,Neah Bay,10,med_seastar,105,0.009523809523809523,0.7472170590486632,0.009523809523809523,0.7656696415556777,0.07292091824339789,0.07472170590486632
2016,Neah Bay,10,mobile_invert,150,6.666666666666668e-4,0.15545631755148026,6.666666666666668e-4,0.158113883008419,0.012692955176439848,0.01290994448735806
2016,Neah Bay,10,mollusk,375,0.0014666666666666667,0.3610170817749949,0.001466666666666667,0.3634482007034766,0.018642841938812754,0.01876838438044821
2016,Neah Bay,10,sea_cucumber,45,0.051111111111111114,1.58902485820707,0.051111111111111114,1.6854153790683175,0.2368778400591982,0.25124689052802224
2016,Neah Bay,10,sponge,15,0,0,0,0,0,0
2016,Neah Bay,10,tunicate,15,0.006666666666666666,0.12909944487358058,0.006666666666666666,0.15811388300841897,0.03333333333333333,0.040824829046386304
2016,Neah Bay,10,urchin,45,0.013333333333333334,0.7453559924999299,0.013333333333333332,0.7905694150420948,0.1111111111111111,0.1178511301977579
2016,Tatoosh Island,5,anemone,135,0.02259259259259259,1.654958878307521,0.02259259259259259,1.6864847373251763,0.1424361816520697,0.14514949558429774
2016,Tatoosh Island,5,barnacle,15,0.19666666666666666,0.8708233651742088,0.19666666666666666,1.0665364503850772,0.22484562605386735,0.2753785273643051
2016,Tatoosh Island,5,large_seastar,105,0.004761904761904762,0.40237390808147827,0.004761904761904762,0.41231056256176607,0.039267672624930104,0.040237390808147824
2016,Tatoosh Island,5,med_seastar,105,0.04380952380952381,1.8493885733501478,0.04380952380952381,1.8950593658247226,0.1804818443642593,0.18493885733501478
2016,Tatoosh Island,5,mobile_invert,150,6.666666666666668e-4,0.15545631755148026,6.666666666666668e-4,0.158113883008419,0.012692955176439848,0.01290994448735806
2016,Tatoosh Island,5,mollusk,375,0.016703225806451612,4.696999539488028,0.020666666666666667,6.384445837239803,0.2425520132477472,0.32969136536524035
2016,Tatoosh Island,5,sea_cucumber,45,0.012222222222222221,0.565194165260439,0.012222222222222221,0.5994789404140899,0.08425417160057277,0.08936504412303006
2016,Tatoosh Island,5,sponge,15,0,0,0,0,0,0
2016,Tatoosh Island,5,tunicate,15,0.006666666666666666,0.12909944487358058,0.006666666666666666,0.15811388300841897,0.03333333333333333,0.040824829046386304
2016,Tatoosh Island,5,urchin,45,0.32666666666666666,6.1945316386488996,0.32666666666666666,6.57029299194488,0.9234262555194734,0.979441450805282
2016,Tatoosh Island,10,anemone,108,0.005555555555555556,0.47531665858238753,0.005555555555555556,0.48437112281326666,0.04573736679714248,0.046608633023986795
2016,Tatoosh Island,10,barnacle,12,0.03333333333333333,0.3829708431025352,0.03333333333333333,0.4690415759823429,0.11055415967851333,0.13540064007726602
2016,Tatoosh Island,10,large_seastar,84,0.004761904761904762,0.3280534218980921,0.004761904761904762,0.33615472627943227,0.035793562805649784,0.03667748758077761
2016,Tatoosh Island,10,med_seastar,84,0.02619047619047619,1.0734900802433867,0.02619047619047619,1.1,0.11712737024998901,0.12001983962979583
2016,Tatoosh Island,10,mobile_invert,120,8.333333333333334e-4,0.1390443574307614,8.333333333333334e-4,0.14142135623730953,0.012692955176439848,0.012909944487358058
2016,Tatoosh Island,10,mollusk,300,0.004833333333333334,0.703893931403494,0.004833333333333334,0.7086340114347901,0.04063933507767512,0.04091300372588004
2016,Tatoosh Island,10,sea_cucumber,36,0.005555555555555556,0.2981423969999719,0.005555555555555556,0.31622776601683794,0.04969039949999532,0.05270462766947299
2016,Tatoosh Island,10,sponge,12,0.008333333333333333,0.08164965809277262,0.008333333333333333,0.1,0.02357022603955159,0.02886751345948129
2016,Tatoosh Island,10,tunicate,12,0.004166666666666667,0.08164965809277262,0.004166666666666667,0.1,0.02357022603955159,0.02886751345948129
2016,Tatoosh Island,10,urchin,36,0.35416666666666663,5.380830171389293,0.3541666666666667,5.707232253903813,0.8968050285648822,0.9512053756506355
2017,Cape Alava,5,anemone,108,0.004166666666666667,0.42513614377131087,0.004166666666666667,0.43323470277934534,0.04090874450810096,0.04168802871199042
2017,Cape Alava,5,barnacle,12,0.03333333333333333,0.18257418583505536,0.03333333333333333,0.22360679774997894,0.05270462766947299,0.06454972243679027
2017,Cape Alava,5,large_seastar,84,0.004166666666666667,0.3767024846012592,0.004166666666666667,0.38600518131237566,0.041101610718171595,0.042116618143074165
2017,Cape Alava,5,med_seastar,84,0.03509664972708451,1.137349987855531,0.03214285714285714,1.2047821379818013,0.12409505740488277,0.13145250817219847
2017,Cape Alava,5,mobile_invert,120,0.004166666666666667,0.35496478698597694,0.004166666666666667,0.36103300068858923,0.0324037034920393,0.03295765308015308
2017,Cape Alava,5,mollusk,300,0.014458749722407283,2.850020116001821,0.013666666666666666,2.864519675787369,0.16454598811694995,0.1653831205914817
2017,Cape Alava,5,sea_cucumber,36,0.07604166666666667,1.0634260670117128,0.052777777777777785,1.0289557813628338,0.17723767783528546,0.17149263022713898
2017,Cape Alava,5,sponge,12,0,0,0,0,0,0
2017,Cape Alava,5,tunicate,12,0.11875,0.3590264614203248,0.1125,0.45825756949558405,0.10364201207361166,0.13228756555322954
2017,Cape Alava,5,urchin,36,0.006944444444444444,0.23570226039551584,0.006944444444444444,0.25,0.039283710065919304,0.041666666666666664
2017,Cape Alava,10,anemone,81,0.003703703703703704,0.20275875100994067,0.003703703703703704,0.20662116951635837,0.02252875011221563,0.022957907724039817
2017,Cape Alava,10,barnacle,9,0.4111111111111111,1.8801595676963163,0.4111111111111111,2.302715787933891,0.6267198558987721,0.767571929311297
2017,Cape Alava,10,large_seastar,63,7.936507936507938e-4,0.08451542547285165,7.936507936507938e-4,0.08660254037844387,0.010647942749998997,0.01091089451179962
2017,Cape Alava,10,med_seastar,63,0.024603174603174603,0.5700877125495689,0.024603174603174603,0.5841660722773961,0.07182430061427787,0.07359800721939873
2017,Cape Alava,10,mobile_invert,90,0.002777777777777778,0.18234582528810467,0.002777777777777778,0.18546307374822069,0.019220937657784657,0.019549524496671963
2017,Cape Alava,10,mollusk,225,0.01,0.9621850133939939,0.01,0.968664446963349,0.06414566755959959,0.0645776297975566
2017,Cape Alava,10,sea_cucumber,27,0.08518518518518518,1.445683229480096,0.08518518518518518,1.5333786225195656,0.27822186723442033,0.2950988534937629
2017,Cape Alava,10,sponge,9,0,0,0,0,0,0
2017,Cape Alava,10,tunicate,9,0.2222222222222222,0.29154759474226505,0.2222222222222222,0.3570714214271426,0.09718253158075502,0.11902380714238087
2017,Cape Alava,10,urchin,27,0.001851851851851852,0.08164965809277262,0.001851851851851852,0.08660254037844388,0.015713484026367727,0.01666666666666667
2017,Cape Johnson,5,anemone,108,0.002777777777777778,0.23570226039551587,0.002777777777777778,0.2401922307076307,0.022680460581325727,0.023112508176051212
2017,Cape Johnson,5,barnacle,12,0,0,0,0,0,0
2017,Cape Johnson,5,large_seastar,84,0,0,0,0,0,0
2017,Cape Johnson,5,med_seastar,84,0.008766233766233766,0.5032010871614101,0.008333333333333333,0.51478150704935,0.05490373980241031,0.0561672672004069
2017,Cape Johnson,5,mobile_invert,120,0,0,0,0,0,0
2017,Cape Johnson,5,mollusk,300,0.00381359649122807,0.5316961178839406,0.0035833333333333333,0.5178568100118754,0.030697489678737203,0.029898476866203713
2017,Cape Johnson,5,sea_cucumber,36,0.013194444444444444,0.3377211209793601,0.011111111111111112,0.32787192621510003,0.05628685349656001,0.05464532103585001
2017,Cape Johnson,5,sponge,12,0,0,0,0,0,0
2017,Cape Johnson,5,tunicate,12,0.06458333333333334,0.2131118642090737,0.0625,0.2738612787525831,0.061520096084305836,0.0790569415042095
2017,Cape Johnson,5,urchin,36,0,0,0,0,0,0
2017,Cape Johnson,10,anemone,162,0.004629629629629629,0.5066228051190221,0.00462962962962963,0.5162736304891637,0.03980404677815681,0.04056228722963173
2017,Cape Johnson,10,barnacle,18,0.041666666666666664,0.9110433579144299,0.04166666666666667,1.11579568022107,0.2147349787787521,0.2629955639676584
2017,Cape Johnson,10,large_seastar,126,7.936507936507938e-4,0.1647508942095828,7.936507936507938e-4,0.16881943016134132,0.014677176197545182,0.015039630187955958
2017,Cape Johnson,10,med_seastar,126,0.01865079365079365,1.216552506059644,0.01865079365079365,1.2465953633797937,0.10837911120705755,0.11105554165971787
2017,Cape Johnson,10,mobile_invert,180,8.333333333333334e-4,0.20615528128088303,8.333333333333334e-4,0.20967955847287384,0.015365907428821478,0.015628591541249594
2017,Cape Johnson,10,mollusk,450,0.016333333333333335,4.851638898351773,0.016333333333333335,4.884310236511035,0.22870845099286463,0.2302485926437215
2017,Cape Johnson,10,sea_cucumber,54,0.07037037037037037,2.4589970855343983,0.07037037037037037,2.608160271148995,0.33462711880834656,0.3549256573174475
2017,Cape Johnson,10,sponge,18,0.002777777777777778,0.1,0.002777777777777778,0.12247448713915893,0.023570226039551587,0.028867513459481298
2017,Cape Johnson,10,tunicate,18,0.5638888888888889,5.010987926547019,0.5638888888888889,6.1371817636436345,1.1811011811017715,1.4465476141489433
2017,Cape Johnson,10,urchin,54,0,0,0,0,0,0
2017,Destruction Island,5,anemone,81,0.012852733686067019,0.9778073500024537,0.012037037037037037,0.9901194566624467,0.10864526111138374,0.11001327296249408
2017,Destruction Island,5,barnacle,9,0,0,0,0,0,0
2017,Destruction Island,5,large_seastar,63,0.05446256038647343,1.416326609196399,0.038492063492063494,1.2939764294607534,0.17844038015128755,0.16302570641583172
